ymd,bWendu,yWendu,tianqi,fengxiang,fengli
2022-02-24,11℃,-5℃,晴,西北风,1级
2022-02-25,14℃,0℃,多云~晴,西北风,1级
2022-02-26,12℃,-2℃,晴,西北风,3级
2022-02-27,16℃,-2℃,晴~多云,北风,1级
2022-02-28,12℃,-1℃,阴~晴,西北风,2级
2022-03-01,11℃,-1℃,晴,西北风,3级
2022-03-02,16℃,0℃,晴,西北风,2级
2022-03-03,11℃,0℃,多云~晴,东北风,1级
2022-03-04,11℃,-1℃,扬沙~晴,西北风,3级
2022-03-05,10℃,-2℃,晴,西北风,3级
2022-03-06,11℃,-1℃,多云,东南风,2级
2022-03-07,18℃,2℃,晴,北风,2级
2022-03-08,16℃,2℃,晴,东北风,1级
2022-03-09,17℃,4℃,多云,东北风,1级
2022-03-10,19℃,7℃,晴,东北风,1级
2022-03-11,12℃,5℃,多云~小雨,东南风,2级
2022-03-12,13℃,5℃,多云,东风,1级
2022-03-13,11℃,4℃,多云~小雨,东南风,2级
2022-03-14,20℃,5℃,多云~晴,西北风,2级
2022-03-15,15℃,6℃,多云,东南风,2级
2022-03-16,12℃,2℃,多云~阴,东南风,2级
2022-03-17,3℃,-2℃,小雪~阴,东南风,2级
2022-03-18,2℃,-2℃,大雪~小雪,东南风,2级
2022-03-19,6℃,-1℃,雨夹雪~多云,西北风,1级
2022-03-20,10℃,1℃,多云,西风,1级
2022-03-21,12℃,1℃,多云,北风,2级
2022-03-22,9℃,1℃,多云,西南风,2级
2022-03-23,12℃,3℃,多云,东北风,1级
2022-03-24,9℃,7℃,多云~小雨,东南风,2级
2022-03-25,14℃,6℃,多云,北风,2级
2022-03-26,20℃,3℃,多云,西北风,3级
2022-03-27,16℃,6℃,晴,西北风,3级
2022-03-28,18℃,9℃,多云,西南风,3级
2022-03-29,12℃,6℃,小雨,东南风,2级
2022-03-30,10℃,3℃,多云,东南风,2级
2022-03-31,15℃,2℃,多云~晴,北风,2级
2022-04-01,15℃,3℃,多云,南风,2级
2022-04-02,19℃,4℃,晴,西北风,2级
2022-04-03,19℃,7℃,多云~晴,西南风,2级
2022-04-04,22℃,9℃,多云~晴,西南风,2级
2022-04-05,24℃,6℃,多云,东北风,2级
2022-04-06,13℃,3℃,多云~晴,东南风,3级
2022-04-07,22℃,9℃,晴,南风,1级
2022-04-08,24℃,12℃,多云~晴,东南风,1级
2022-04-09,24℃,11℃,多云,东风,2级
2022-04-10,26℃,14℃,多云,东北风,1级
2022-04-11,27℃,14℃,多云,西北风,3级
2022-04-12,21℃,8℃,多云,东南风,3级
2022-04-13,19℃,6℃,多云,南风,3级
2022-04-14,20℃,8℃,多云~晴,西北风,3级
2022-04-15,21℃,8℃,晴,西北风,2级
2022-04-16,23℃,10℃,晴~多云,西南风,2级
2022-04-17,19℃,12℃,多云~阴,西南风,2级
2022-04-18,23℃,9℃,多云~晴,东风,2级
2022-04-19,27℃,13℃,多云~晴,西南风,2级
2022-04-20,28℃,17℃,多云~晴,西南风,3级
2022-04-21,25℃,10℃,多云~晴,西北风,3级
2022-04-22,22℃,12℃,晴,西南风,3级
2022-04-23,26℃,15℃,多云~晴,西南风,3级
2022-04-24,26℃,13℃,多云,东南风,2级
2022-04-25,26℃,16℃,多云,东南风,2级
2022-04-26,23℃,12℃,多云,西北风,4级
2022-04-27,10℃,8℃,小雨,东北风,2级
2022-04-28,15℃,7℃,多云,南风,2级
2022-04-29,18℃,12℃,多云,西南风,2级
2022-04-30,22℃,8℃,晴,西北风,3级
2022-05-01,25℃,10℃,多云,西北风,3级
2022-05-02,26℃,12℃,晴,东南风,2级
2022-05-03,31℃,16℃,晴,南风,2级
2022-05-04,32℃,20℃,多云,西南风,3级
2022-05-05,30℃,15℃,多云~小雨,西南风,3级
2022-05-06,15℃,10℃,小雨~晴,东北风,3级
2022-05-07,18℃,11℃,阴~小雨,南风,3级
2022-05-08,13℃,8℃,小雨~多云,南风,2级
2022-05-09,19℃,8℃,阴~多云,东南风,2级
2022-05-10,14℃,10℃,多云,南风,2级
2022-05-11,20℃,12℃,多云~小雨,西北风,2级
2022-05-12,18℃,10℃,多云,西南风,2级
2022-05-13,24℃,9℃,多云~晴,西北风,3级
2022-05-14,24℃,9℃,晴,北风,2级
2022-05-15,27℃,11℃,晴,西北风,2级
2022-05-16,28℃,12℃,晴,西北风,2级
2022-05-17,28℃,15℃,多云~晴,东南风,2级
2022-05-18,30℃,17℃,晴~多云,东南风,2级
2022-05-19,30℃,17℃,多云,西南风,2级
2022-05-20,32℃,18℃,多云~晴,西南风,2级
2022-05-21,34℃,19℃,多云~晴,西南风,2级
2022-05-22,34℃,20℃,晴,东南风,2级
2022-05-23,32℃,19℃,多云,西南风,2级
2022-05-24,31℃,20℃,多云~晴,西南风,3级
2022-05-25,30℃,14℃,晴,北风,3级
2022-05-26,33℃,17℃,晴,西北风,2级
2022-05-27,34℃,21℃,晴,西南风,2级
2022-05-28,35℃,24℃,多云,西南风,3级
2022-05-29,28℃,14℃,多云~晴,西北风,3级
2022-05-30,31℃,15℃,晴,西北风,2级
2022-05-31,31℃,17℃,晴,东北风,2级
2022-06-01,33℃,19℃,晴,西南风,2级
2022-06-02,35℃,20℃,晴~多云,南风,2级
2022-06-03,35℃,22℃,多云~小雨,南风,2级
2022-06-04,32℃,19℃,多云~晴,东风,2级
2022-06-05,34℃,20℃,多云,西北风,3级
2022-06-06,28℃,16℃,晴,东北风,3级
2022-06-07,26℃,17℃,多云~小雨,南风,2级
2022-06-08,24℃,15℃,多云,东南风,2级
2022-06-09,24℃,18℃,多云,东南风,2级
2022-06-10,28℃,19℃,多云~小雨,东南风,2级
2022-06-11,22℃,19℃,阴~中雨,东南风,2级
2022-06-12,26℃,18℃,多云~小雨,东南风,2级
2022-06-13,24℃,18℃,小雨,东风,2级
2022-06-14,26℃,18℃,多云,东风,2级
2022-06-15,27℃,18℃,多云,东南风,2级
2022-06-16,30℃,20℃,多云,东南风,2级
2022-06-17,30℃,21℃,多云~小雨,东南风,2级
2022-06-18,32℃,22℃,多云,东南风,2级
2022-06-19,32℃,22℃,多云~晴,东南风,2级
2022-06-20,34℃,24℃,多云,东南风,2级
2022-06-21,33℃,24℃,多云~小雨,东风,2级
2022-06-22,25℃,22℃,小雨~多云,东北风,2级
2022-06-23,36℃,23℃,阴~晴,西北风,2级
2022-06-24,37℃,23℃,晴~多云,西北风,2级
2022-06-25,35℃,25℃,多云,西南风,1级
2022-06-26,32℃,22℃,多云~大雨,东北风,3级
2022-06-27,31℃,22℃,多云~小雨,东北风,2级
2022-06-28,27℃,22℃,多云~小雨,东北风,2级
2022-06-29,27℃,21℃,小雨,西北风,2级
2022-06-30,30℃,22℃,多云,东风,2级
2022-07-01,30℃,22℃,多云,东北风,1级
2022-07-02,31℃,23℃,多云~小雨,南风,2级
2022-07-03,25℃,22℃,大雨,东南风,1级
2022-07-04,29℃,23℃,多云~小雨,东南风,1级
2022-07-05,32℃,23℃,小雨~中雨,东南风,2级
2022-07-06,30℃,22℃,多云~晴,东北风,2级
2022-07-07,36℃,24℃,晴~多云,西南风,2级
2022-07-08,34℃,24℃,多云,东风,2级
2022-07-09,35℃,22℃,多云~小雨,西北风,2级
2022-07-10,27℃,20℃,小雨~晴,南风,2级
2022-07-11,27℃,23℃,多云~雷阵雨,东南风,1级
2022-07-12,25℃,22℃,中雨~晴,北风,2级
2022-07-13,33℃,23℃,晴,西南风,2级
2022-07-14,35℃,21℃,晴,东北风,2级
2022-07-15,36℃,24℃,多云,西南风,2级
2022-07-16,33℃,23℃,多云,东南风,2级
2022-07-17,36℃,23℃,多云~晴,西北风,2级
2022-07-18,35℃,22℃,晴,北风,2级
2022-07-19,32℃,24℃,多云,南风,2级
2022-07-20,32℃,22℃,多云~晴,南风,2级
2022-07-21,33℃,24℃,多云,东南风,2级
2022-07-22,31℃,23℃,多云~小雨,南风,2级
2022-07-23,33℃,23℃,多云~晴,西南风,2级
2022-07-24,33℃,25℃,多云~小雨,西南风,2级
2022-07-25,32℃,24℃,多云~小雨,南风,2级
2022-07-26,33℃,23℃,阴~小雨,东南风,2级
2022-07-27,26℃,21℃,暴雨~大雨,东北风,2级
2022-07-28,29℃,21℃,多云~晴,东北风,2级
2022-07-29,31℃,23℃,多云,东南风,2级
2022-07-30,31℃,24℃,多云~小雨,东南风,2级
2022-07-31,33℃,25℃,多云,东南风,2级
2022-08-01,34℃,25℃,多云,南风,2级
2022-08-02,34℃,26℃,多云,南风,2级
2022-08-03,35℃,26℃,多云,西南风,2级
2022-08-04,35℃,26℃,多云~小雨,西南风,2级
2022-08-05,36℃,27℃,晴~多云,东南风,2级
2022-08-06,33℃,25℃,雾~中雨,东北风,2级
2022-08-07,32℃,25℃,雾~小雨,东南风,1级
2022-08-08,27℃,22℃,多云~小雨,东南风,1级
2022-08-09,24℃,20℃,小雨~晴,西南风,2级
2022-08-10,30℃,20℃,晴,西南风,2级
2022-08-11,31℃,24℃,雾~多云,南风,2级
2022-08-12,31℃,25℃,多云,东南风,1级
2022-08-13,32℃,24℃,多云~小雨,东南风,2级
2022-08-14,24℃,23℃,中雨~雾,东南风,1级
2022-08-15,35℃,21℃,雾~晴,西北风,2级
2022-08-16,31℃,22℃,多云,东风,2级
2022-08-17,30℃,24℃,多云~小雨,南风,2级
2022-08-18,25℃,24℃,中雨~多云,南风,2级
2022-08-19,31℃,21℃,多云,西北风,2级
2022-08-20,30℃,23℃,多云,南风,2级
2022-08-21,31℃,24℃,多云~中雨,南风,2级
2022-08-22,33℃,19℃,雾~晴,北风,3级
2022-08-23,28℃,21℃,多云~小雨,北风,2级
2022-08-24,27℃,19℃,多云,西南风,2级
2022-08-25,32℃,19℃,晴~多云,西北风,2级
2022-08-26,27℃,14℃,多云~晴,西北风,2级
2022-08-27,27℃,18℃,多云,西北风,2级
2022-08-28,23℃,16℃,多云~小雨,南风,1级
2022-08-29,22℃,18℃,多云,西南风,2级
2022-08-30,27℃,18℃,多云,南风,1级
2022-08-31,32℃,18℃,晴,西北风,2级
2022-09-01,28℃,15℃,晴,东南风,2级
2022-09-02,28℃,18℃,晴~多云,南风,2级
2022-09-03,27℃,19℃,多云~小雨,南风,2级
2022-09-04,28℃,18℃,阴~多云,西南风,2级
2022-09-05,28℃,14℃,晴,西北风,3级
2022-09-06,29℃,15℃,晴,西北风,3级
2022-09-07,32℃,17℃,晴,西北风,2级
2022-09-08,32℃,19℃,晴,西南风,2级
2022-09-09,31℃,20℃,多云,东南风,1级
2022-09-10,31℃,19℃,多云,东风,2级
2022-09-11,28℃,20℃,多云~晴,东南风,2级
2022-09-12,30℃,20℃,多云~晴,东南风,1级
2022-09-13,30℃,20℃,多云,东风,2级
2022-09-14,30℃,20℃,多云,东风,2级
2022-09-15,30℃,19℃,多云~晴,东风,1级
2022-09-16,30℃,20℃,多云~晴,西南风,2级
2022-09-17,30℃,20℃,多云~晴,南风,1级
2022-09-18,29℃,17℃,晴,东北风,2级
2022-09-19,26℃,13℃,多云,东北风,2级
2022-09-20,26℃,14℃,晴,西北风,2级
2022-09-21,26℃,16℃,多云~小雨,南风,2级
2022-09-22,27℃,13℃,多云~晴,西北风,3级
2022-09-23,25℃,10℃,晴,西北风,3级
2022-09-24,26℃,11℃,多云~晴,西南风,2级
2022-09-25,26℃,13℃,多云~晴,南风,1级
2022-09-26,28℃,15℃,多云~晴,南风,2级
2022-09-27,29℃,16℃,多云,西南风,2级
2022-09-28,28℃,16℃,多云~雾,西南风,1级
2022-09-29,29℃,18℃,多云~晴,南风,2级
2022-09-30,29℃,19℃,多云,西南风,2级
2022-10-01,24℃,19℃,多云~小雨,东南风,2级
2022-10-02,19℃,17℃,小雨,东风,2级
2022-10-03,20℃,8℃,小雨~多云,东北风,3级
2022-10-04,16℃,4℃,晴,北风,3级
2022-10-05,15℃,6℃,多云,东北风,2级
2022-10-06,18℃,4℃,多云~晴,西南风,2级
2022-10-07,19℃,9℃,多云~小雨,西南风,2级
2022-10-08,12℃,9℃,多云,西南风,2级
2022-10-09,15℃,6℃,晴,西北风,4级
2022-10-10,18℃,3℃,晴,西北风,3级
2022-10-11,20℃,5℃,晴,西南风,1级
2022-10-12,20℃,8℃,多云,西南风,2级
2022-10-13,19℃,12℃,多云~阴,南风,1级
2022-10-14,22℃,10℃,多云~晴,西南风,1级
2022-10-15,24℃,11℃,多云,北风,2级
2022-10-16,19℃,5℃,晴,北风,3级
2022-10-17,17℃,2℃,晴,西北风,3级
2022-10-18,19℃,2℃,晴,西南风,1级
2022-10-19,21℃,7℃,晴,西南风,2级
2022-10-20,18℃,7℃,多云,西南风,2级
2022-10-21,22℃,10℃,多云~晴,西南风,1级
2022-10-22,21℃,5℃,晴,西北风,3级
2022-10-23,22℃,4℃,晴,西北风,2级
2022-10-24,19℃,6℃,晴,东南风,1级
2022-10-25,19℃,10℃,多云~阴,东南风,1级
2022-10-26,18℃,10℃,多云~阴,东北风,2级
2022-10-27,12℃,9℃,多云~阴,东南风,2级
2022-10-28,13℃,9℃,多云~阴,南风,1级
2022-10-29,14℃,8℃,多云~小雨,南风,2级
2022-10-30,15℃,8℃,多云,南风,1级
2022-10-31,17℃,2℃,晴,西北风,3级
2022-11-01,15℃,4℃,晴~多云,东南风,2级
2022-11-02,16℃,3℃,多云~小雨,东北风,2级
2022-11-03,13℃,0℃,多云~晴,东南风,2级
2022-11-04,14℃,-1℃,晴,西北风,2级
2022-11-05,16℃,4℃,晴~多云,西南风,1级
2022-11-06,12℃,4℃,多云,东北风,1级
2022-11-07,16℃,1℃,晴,西北风,2级
2022-11-08,16℃,3℃,多云,西南风,1级
2022-11-09,13℃,5℃,多云~小雨,东北风,1级
2022-11-10,16℃,8℃,多云~雾,东北风,1级
2022-11-11,13℃,10℃,中雨~小雨,东南风,1级
2022-11-12,11℃,0℃,多云~晴,西北风,3级
2022-11-13,9℃,-1℃,晴,西北风,2级
2022-11-14,12℃,0℃,晴,西南风,1级
2022-11-15,17℃,0℃,雾~晴,西北风,2级
2022-11-16,15℃,0℃,多云~晴,东北风,1级
2022-11-17,15℃,4℃,多云,东北风,1级
2022-11-18,11℃,4℃,多云~小雨,东北风,2级
2022-11-19,14℃,5℃,多云,东南风,1级
2022-11-20,9℃,4℃,多云~雾,东北风,2级
2022-11-21,13℃,2℃,多云,东北风,2级
2022-11-22,11℃,0℃,多云~雾,南风,1级
2022-11-23,13℃,2℃,多云~雾,东北风,1级
2022-11-24,8℃,4℃,多云~雾,东北风,1级
2022-11-25,13℃,-2℃,雾~多云,西北风,3级
2022-11-26,4℃,-2℃,多云,北风,3级
2022-11-27,7℃,1℃,多云,东北风,2级
2022-11-28,13℃,-5℃,多云,西北风,3级
2022-11-29,-5℃,-9℃,多云~晴,西北风,4级
2022-11-30,-1℃,-9℃,晴,西北风,3级
2022-12-01,0℃,-8℃,晴~多云,西北风,3级
2022-12-02,0℃,-6℃,多云~晴,西南风,1级
2022-12-03,2℃,-9℃,多云~晴,西北风,3级
2022-12-04,2℃,-8℃,晴,西南风,1级
2022-12-05,5℃,-8℃,多云~晴,西北风,1级
2022-12-06,6℃,-6℃,晴,西北风,2级
2022-12-07,8℃,-5℃,多云~晴,西北风,1级
2022-12-08,9℃,-5℃,多云~晴,西北风,1级
2022-12-09,7℃,-3℃,多云~阴,北风,1级
2022-12-10,3℃,-5℃,晴,西北风,3级
2022-12-11,4℃,-4℃,多云,西北风,1级
2022-12-12,3℃,-6℃,多云~晴,西北风,3级
2022-12-13,-3℃,-10℃,多云~晴,西北风,4级
2022-12-14,0℃,-7℃,多云,西南风,2级
2022-12-15,-1℃,-9℃,多云~晴,北风,3级
2022-12-16,-1℃,-12℃,多云~晴,西北风,3级
2022-12-17,-2℃,-11℃,多云,西北风,3级
2022-12-18,0℃,-10℃,多云~晴,南风,1级
2022-12-19,2℃,-9℃,晴~多云,东南风,1级
2022-12-20,2℃,-7℃,多云,南风,1级
2022-12-21,0℃,-7℃,多云,东北风,1级
2022-12-22,-1℃,-8℃,多云~晴,西北风,3级
2022-12-23,0℃,-7℃,晴,北风,2级
2022-12-24,4℃,-7℃,晴~多云,北风,2级
2022-12-25,1℃,-7℃,多云,北风,1级
2022-12-26,3℃,-7℃,晴,西北风,1级
2022-12-27,1℃,-8℃,晴,西北风,4级
2022-12-28,3℃,-8℃,晴,西北风,1级
2022-12-29,3℃,-9℃,晴,西北风,2级
2022-12-30,4℃,-8℃,晴,西风,1级
2022-12-31,7℃,-7℃,晴,西北风,2级
